GEOID1,GEOID2,Subset,County,State,Continent,variable,estimate,moe,year,Tag
41051,4201754192,Newtown township, Bucks County, Pennsylvania,,MOVEDIN,46,71,2018,OOS
41051,4201754192,Newtown township, Bucks County, Pennsylvania,,MOVEDNET,46,71,2018,OOS
41051,42017,,Bucks County, Pennsylvania,,MOVEDIN,46,71,2018,OOS
41051,42017,,Bucks County, Pennsylvania,,MOVEDNET,46,71,2018,OOS
41051,45019,,Charleston County, South Carolina,,MOVEDOUT,46,74,2018,OOS
41051,45085,,Sumter County, South Carolina,,MOVEDIN,46,63,2018,OOS
41051,45085,,Sumter County, South Carolina,,MOVEDNET,46,63,2018,OOS
41051,49057,,Weber County, Utah,,MOVEDIN,46,74,2018,OOS
41051,5502554725,Mount Horeb village, Dane County, Wisconsin,,MOVEDOUT,46,69,2018,OOS
41051,5507953000,Milwaukee city, Milwaukee County, Wisconsin,,MOVEDNET,46,104,2018,OOS
41051,12117,,Seminole County, Florida,,MOVEDIN,45,74,2010,OOS
41051,12117,,Seminole County, Florida,,MOVEDNET,45,74,2010,OOS
41051,13121,,Fulton County, Georgia,,MOVEDNET,45,107,2010,OOS
41051,16027,,Canyon County, Idaho,,MOVEDOUT,45,46,2010,OOS
41051,2300325755,Fort Kent town, Aroostook County, Maine,,MOVEDIN,45,73,2010,OOS
41051,2300325755,Fort Kent town, Aroostook County, Maine,,MOVEDNET,45,73,2010,OOS
41051,23003,,Aroostook County, Maine,,MOVEDIN,45,73,2010,OOS
41051,24031,,Montgomery County, Maryland,,MOVEDOUT,45,57,2010,OOS
41051,26161,,Washtenaw County, Michigan,,MOVEDIN,45,37,2010,OOS
41051,3610304000,Babylon town, Suffolk County, New York,,MOVEDIN,45,72,2010,OOS
41051,3610304000,Babylon town, Suffolk County, New York,,MOVEDNET,45,72,2010,OOS
41051,51760,,Richmond city, Virginia,,MOVEDIN,45,64,2010,OOS
41051,02020,,Anchorage Municipality, Alaska,,MOVEDNET,45,254,2015,OOS
41051,02110,,Juneau City and Borough, Alaska,,MOVEDIN,45,34,2015,OOS
41051,06029,,Kern County, California,,MOVEDIN,45,35,2015,OOS
41051,12011,,Broward County, Florida,,MOVEDNET,45,33,2015,OOS
41051,22071,,Orleans Parish, Louisiana,,MOVEDIN,45,45,2015,OOS
41051,2302703950,Belfast city, Waldo County, Maine,,MOVEDOUT,45,67,2015,OOS
41051,23027,,Waldo County, Maine,,MOVEDOUT,45,67,2015,OOS
41051,2604521520,Delta charter township, Eaton County, Michigan,,MOVEDIN,45,71,2015,OOS
41051,2604521520,Delta charter township, Eaton County, Michigan,,MOVEDNET,45,71,2015,OOS
41051,26045,,Eaton County, Michigan,,MOVEDIN,45,71,2015,OOS
41051,26045,,Eaton County, Michigan,,MOVEDNET,45,71,2015,OOS
41051,51510,,Alexandria city, Virginia,,MOVEDIN,45,70,2015,OOS
41051,51510,,Alexandria city, Virginia,,MOVEDOUT,45,57,2015,OOS
41051,53039,,Klickitat County, Washington,,MOVEDOUT,45,49,2015,OOS
41051,56039,,Teton County, Wyoming,,MOVEDNET,45,72,2015,OOS
41051,05007,,Benton County, Arkansas,,MOVEDIN,45,70,2018,OOS
41051,33011,,Hillsborough County, New Hampshire,,MOVEDOUT,45,43,2018,OOS
41051,17113,,McLean County, Illinois,,MOVEDIN,44,70,2010,OOS
41051,17113,,McLean County, Illinois,,MOVEDNET,44,70,2010,OOS
41051,2501546330,Northampton city, Hampshire County, Massachusetts,,MOVEDOUT,44,52,2010,OOS
41051,25015,,Hampshire County, Massachusetts,,MOVEDOUT,44,52,2010,OOS
41051,2712358000,St. Paul city, Ramsey County, Minnesota,,MOVEDOUT,44,41,2010,OOS
41051,27123,,Ramsey County, Minnesota,,MOVEDOUT,44,41,2010,OOS
41051,32005,,Douglas County, Nevada,,MOVEDOUT,44,55,2010,OOS
41051,3608943588,Louisville town, St. Lawrence County, New York,,MOVEDIN,44,70,2010,OOS
41051,3608943588,Louisville town, St. Lawrence County, New York,,MOVEDNET,44,70,2010,OOS
41051,36089,,St. Lawrence County, New York,,MOVEDIN,44,70,2010,OOS
41051,42091,,Montgomery County, Pennsylvania,,MOVEDIN,44,41,2010,OOS
41051,42091,,Montgomery County, Pennsylvania,,MOVEDNET,44,41,2010,OOS
41051,53037,,Kittitas County, Washington,,MOVEDIN,44,48,2010,OOS
41051,53037,,Kittitas County, Washington,,MOVEDNET,44,48,2010,OOS
41051,01089,,Madison County, Alabama,,MOVEDOUT,44,67,2015,OOS
41051,12081,,Manatee County, Florida,,MOVEDIN,44,58,2015,OOS
41051,12081,,Manatee County, Florida,,MOVEDNET,44,58,2015,OOS
41051,13215,,Muscogee County, Georgia,,MOVEDIN,44,69,2015,OOS
41051,13215,,Muscogee County, Georgia,,MOVEDNET,44,69,2015,OOS
41051,20091,,Johnson County, Kansas,,MOVEDIN,44,68,2015,OOS
41051,2303137270,Kittery town, York County, Maine,,MOVEDOUT,44,61,2015,OOS
41051,23031,,York County, Maine,,MOVEDOUT,44,61,2015,OOS
41051,2705343000,Minneapolis city, Hennepin County, Minnesota,,MOVEDOUT,44,41,2015,OOS
41051,33011,,Hillsborough County, New Hampshire,,MOVEDOUT,44,51,2015,OOS
41051,3402351210,New Brunswick city, Middlesex County, New Jersey,,MOVEDIN,44,70,2015,OOS
41051,3402351210,New Brunswick city, Middlesex County, New Jersey,,MOVEDNET,44,70,2015,OOS
41051,20079,,Harvey County, Kansas,,MOVEDOUT,44,70,2018,OOS
41051,2502507000,Boston city, Suffolk County, Massachusetts,,MOVEDOUT,44,36,2018,OOS
41051,25025,,Suffolk County, Massachusetts,,MOVEDOUT,44,36,2018,OOS
41051,27053,,Hennepin County, Minnesota,,MOVEDNET,44,118,2018,OOS
41051,37119,,Mecklenburg County, North Carolina,,MOVEDOUT,44,31,2018,OOS
41051,37135,,Orange County, North Carolina,,MOVEDIN,44,42,2018,OOS
41051,37135,,Orange County, North Carolina,,MOVEDNET,44,42,2018,OOS
41051,39055,,Geauga County, Ohio,,MOVEDIN,44,47,2018,OOS
41051,4209579184,Upper Mount Bethel township, Northampton County, Pennsylvania,,MOVEDIN,44,58,2018,OOS
41051,4209579184,Upper Mount Bethel township, Northampton County, Pennsylvania,,MOVEDNET,44,58,2018,OOS
41051,06029,,Kern County, California,,MOVEDIN,43,44,2010,OOS
41051,06107,,Tulare County, California,,MOVEDOUT,43,59,2010,OOS
41051,2501762535,Somerville city, Middlesex County, Massachusetts,,MOVEDOUT,43,61,2010,OOS
41051,28007,,Attala County, Mississippi,,MOVEDOUT,43,71,2010,OOS
41051,37183,,Wake County, North Carolina,,MOVEDOUT,43,40,2010,OOS
41051,4210160000,Philadelphia city, Philadelphia County, Pennsylvania,,MOVEDNET,43,120,2010,OOS
41051,42101,,Philadelphia County, Pennsylvania,,MOVEDNET,43,120,2010,OOS
41051,55131,,Washington County, Wisconsin,,MOVEDIN,43,67,2010,OOS
41051,55131,,Washington County, Wisconsin,,MOVEDNET,43,67,2010,OOS
41051,27053,,Hennepin County, Minnesota,,MOVEDNET,43,74,2015,OOS
41051,27123,,Ramsey County, Minnesota,,MOVEDOUT,43,32,2015,OOS
41051,31055,,Douglas County, Nebraska,,MOVEDNET,43,77,2015,OOS
41051,3400712280,Cherry Hill township, Camden County, New Jersey,,MOVEDIN,43,41,2015,OOS
41051,3400712280,Cherry Hill township, Camden County, New Jersey,,MOVEDNET,43,41,2015,OOS
41051,37129,,New Hanover County, North Carolina,,MOVEDOUT,43,39,2015,OOS
41051,48441,,Taylor County, Texas,,MOVEDIN,43,66,2015,OOS
41051,48441,,Taylor County, Texas,,MOVEDNET,43,66,2015,OOS
41051,06041,,Marin County, California,,MOVEDOUT,43,36,2018,OOS
41051,12103,,Pinellas County, Florida,,MOVEDOUT,43,48,2018,OOS
41051,22017,,Caddo Parish, Louisiana,,MOVEDIN,43,43,2018,OOS
41051,22017,,Caddo Parish, Louisiana,,MOVEDNET,43,43,2018,OOS
41051,22071,,Orleans Parish, Louisiana,,MOVEDIN,43,46,2018,OOS
41051,23005,,Cumberland County, Maine,,MOVEDOUT,43,49,2018,OOS
41051,12095,,Orange County, Florida,,MOVEDIN,42,67,2010,OOS
41051,2609331860,Genoa township, Livingston County, Michigan,,MOVEDIN,42,61,2010,OOS
41051,2609331860,Genoa township, Livingston County, Michigan,,MOVEDNET,42,61,2010,OOS
41051,26093,,Livingston County, Michigan,,MOVEDIN,42,61,2010,OOS
41051,26093,,Livingston County, Michigan,,MOVEDNET,42,61,2010,OOS
41051,3403915640,Cranford township, Union County, New Jersey,,MOVEDIN,42,70,2010,OOS
41051,3403915640,Cranford township, Union County, New Jersey,,MOVEDNET,42,70,2010,OOS
41051,34039,,Union County, New Jersey,,MOVEDIN,42,70,2010,OOS
41051,34039,,Union County, New Jersey,,MOVEDNET,42,70,2010,OOS
41051,48061,,Cameron County, Texas,,MOVEDIN,42,56,2010,OOS
41051,48061,,Cameron County, Texas,,MOVEDNET,42,56,2010,OOS
41051,51003,,Albemarle County, Virginia,,MOVEDIN,42,45,2010,OOS
41051,51003,,Albemarle County, Virginia,,MOVEDNET,42,45,2010,OOS
41051,2300758445,Phillips town, Franklin County, Maine,,MOVEDIN,42,33,2015,OOS
41051,2300758445,Phillips town, Franklin County, Maine,,MOVEDNET,42,33,2015,OOS
41051,23007,,Franklin County, Maine,,MOVEDIN,42,33,2015,OOS
41051,23007,,Franklin County, Maine,,MOVEDNET,42,33,2015,OOS
41051,30111,,Yellowstone County, Montana,,MOVEDOUT,42,52,2015,OOS
41051,37021,,Buncombe County, North Carolina,,MOVEDOUT,42,42,2015,OOS
41051,47157,,Shelby County, Tennessee,,MOVEDOUT,42,65,2015,OOS
41051,53021,,Franklin County, Washington,,MOVEDIN,42,41,2015,OOS
41051,5507953000,Milwaukee city, Milwaukee County, Wisconsin,,MOVEDIN,42,49,2015,OOS
41051,15009,,Maui County, Hawaii,,MOVEDOUT,42,47,2018,OOS
41051,17097,,Lake County, Illinois,,MOVEDOUT,42,71,2018,OOS
41051,20045,,Douglas County, Kansas,,MOVEDIN,42,43,2018,OOS
41051,29077,,Greene County, Missouri,,MOVEDOUT,42,53,2018,OOS
41051,30111,,Yellowstone County, Montana,,MOVEDIN,42,45,2018,OOS
41051,30111,,Yellowstone County, Montana,,MOVEDNET,42,45,2018,OOS
41051,36103,,Suffolk County, New York,,MOVEDIN,42,45,2018,OOS
41051,39109,,Miami County, Ohio,,MOVEDOUT,42,68,2018,OOS
41051,48355,,Nueces County, Texas,,MOVEDOUT,42,58,2018,OOS
41051,53059,,Skamania County, Washington,,MOVEDNET,42,95,2018,OOS
41051,06041,,Marin County, California,,MOVEDOUT,41,39,2010,OOS
41051,06055,,Napa County, California,,MOVEDIN,41,42,2010,OOS
41051,06055,,Napa County, California,,MOVEDNET,41,42,2010,OOS
41051,30035,,Glacier County, Montana,,MOVEDOUT,41,62,2010,OOS
41051,36027,,Dutchess County, New York,,MOVEDNET,41,110,2010,OOS
41051,53077,,Yakima County, Washington,,MOVEDIN,41,44,2010,OOS
41051,08051,,Gunnison County, Colorado,,MOVEDIN,41,38,2015,OOS
41051,08051,,Gunnison County, Colorado,,MOVEDNET,41,38,2015,OOS
41051,16065,,Madison County, Idaho,,MOVEDIN,41,36,2015,OOS
41051,19169,,Story County, Iowa,,MOVEDIN,41,53,2015,OOS
41051,19169,,Story County, Iowa,,MOVEDNET,41,53,2015,OOS
41051,24027,,Howard County, Maryland,,MOVEDOUT,41,48,2015,OOS
41051,24031,,Montgomery County, Maryland,,MOVEDOUT,41,46,2015,OOS
41051,30009,,Carbon County, Montana,,MOVEDIN,41,54,2015,OOS
41051,30009,,Carbon County, Montana,,MOVEDNET,41,54,2015,OOS
41051,3400776220,Voorhees township, Camden County, New Jersey,,MOVEDIN,41,53,2015,OOS
41051,3400776220,Voorhees township, Camden County, New Jersey,,MOVEDNET,41,53,2015,OOS
41051,3600508510,Bronx borough, Bronx County, New York,,MOVEDNET,41,77,2015,OOS
41051,36005,,Bronx County, New York,,MOVEDNET,41,77,2015,OOS
41051,37119,,Mecklenburg County, North Carolina,,MOVEDOUT,41,35,2015,OOS
41051,41015,,Curry County, Oregon,,MOVEDOUT,41,35,2015,IS
41051,45045,,Greenville County, South Carolina,,MOVEDOUT,41,66,2015,OOS
41051,06043,,Mariposa County, California,,MOVEDNET,41,54,2018,OOS
41051,0900186370,Wilton town, Fairfield County, Connecticut,,MOVEDIN,41,69,2018,OOS
41051,0900186370,Wilton town, Fairfield County, Connecticut,,MOVEDNET,41,69,2018,OOS
41051,3301566660,Salem town, Rockingham County, New Hampshire,,MOVEDOUT,41,66,2018,OOS
41051,4200361000,Pittsburgh city, Allegheny County, Pennsylvania,,MOVEDNET,41,113,2018,OOS
41051,53027,,Grays Harbor County, Washington,,MOVEDIN,41,59,2018,OOS
41051,08067,,La Plata County, Colorado,,MOVEDOUT,40,48,2010,OOS
41051,12057,,Hillsborough County, Florida,,MOVEDOUT,40,64,2010,OOS
41051,12095,,Orange County, Florida,,MOVEDOUT,40,48,2010,OOS
41051,23003,,Aroostook County, Maine,,MOVEDNET,40,74,2010,OOS
41051,25011,,Franklin County, Massachusetts,,MOVEDIN,40,48,2010,OOS
41051,06007,,Butte County, California,,MOVEDIN,40,46,2015,OOS
41051,06057,,Nevada County, California,,MOVEDIN,40,41,2015,OOS
41051,06079,,San Luis Obispo County, California,,MOVEDNET,40,189,2015,OOS
41051,06107,,Tulare County, California,,MOVEDIN,40,36,2015,OOS
41051,06107,,Tulare County, California,,MOVEDNET,40,36,2015,OOS
41051,13153,,Houston County, Georgia,,MOVEDIN,40,50,2015,OOS
41051,13153,,Houston County, Georgia,,MOVEDNET,40,50,2015,OOS
41051,16065,,Madison County, Idaho,,MOVEDNET,40,37,2015,OOS
41051,24005,,Baltimore County, Maryland,,MOVEDOUT,40,47,2015,OOS
41051,2616322000,Detroit city, Wayne County, Michigan,,MOVEDIN,40,47,2015,OOS
41051,2616322000,Detroit city, Wayne County, Michigan,,MOVEDNET,40,47,2015,OOS
41051,26125,,Oakland County, Michigan,,MOVEDNET,40,87,2015,OOS
41051,29510,,St. Louis city, Missouri,,MOVEDIN,40,42,2015,OOS
41051,34003,,Bergen County, New Jersey,,MOVEDIN,40,40,2015,OOS
41051,39061,,Hamilton County, Ohio,,MOVEDOUT,40,27,2015,OOS
41051,4210160000,Philadelphia city, Philadelphia County, Pennsylvania,,MOVEDNET,40,74,2015,OOS
41051,42101,,Philadelphia County, Pennsylvania,,MOVEDNET,40,74,2015,OOS
41051,46015,,Brule County, South Dakota,,MOVEDIN,40,63,2015,OOS
41051,46015,,Brule County, South Dakota,,MOVEDNET,40,63,2015,OOS
41051,56035,,Sublette County, Wyoming,,MOVEDOUT,40,68,2015,OOS
41051,12009,,Brevard County, Florida,,MOVEDOUT,40,48,2018,OOS
41051,22103,,St. Tammany Parish, Louisiana,,MOVEDIN,40,56,2018,OOS
41051,22103,,St. Tammany Parish, Louisiana,,MOVEDNET,40,56,2018,OOS
41051,3602761357,Rhinebeck town, Dutchess County, New York,,MOVEDIN,40,46,2018,OOS
41051,53009,,Clallam County, Washington,,MOVEDOUT,40,41,2018,OOS
41051,53077,,Yakima County, Washington,,MOVEDNET,40,181,2018,OOS
41051,56039,,Teton County, Wyoming,,MOVEDIN,40,69,2018,OOS
41051,56039,,Teton County, Wyoming,,MOVEDNET,40,69,2018,OOS
41051,05143,,Washington County, Arkansas,,MOVEDIN,39,61,2010,OOS
41051,05143,,Washington County, Arkansas,,MOVEDNET,39,61,2010,OOS
41051,16045,,Gem County, Idaho,,MOVEDIN,39,49,2010,OOS
41051,16045,,Gem County, Idaho,,MOVEDNET,39,49,2010,OOS
41051,19181,,Warren County, Iowa,,MOVEDIN,39,61,2010,OOS
41051,19181,,Warren County, Iowa,,MOVEDNET,39,61,2010,OOS
41051,30013,,Cascade County, Montana,,MOVEDIN,39,59,2010,OOS
41051,30013,,Cascade County, Montana,,MOVEDNET,39,59,2010,OOS
41051,48453,,Travis County, Texas,,MOVEDIN,39,37,2010,OOS
41051,51075,,Goochland County, Virginia,,MOVEDOUT,39,55,2010,OOS
41051,53009,,Clallam County, Washington,,MOVEDIN,39,37,2010,OOS
41051,53057,,Skagit County, Washington,,MOVEDNET,39,37,2010,OOS
41051,02170,,Matanuska-Susitna Borough, Alaska,,MOVEDOUT,39,39,2015,OOS
41051,13089,,DeKalb County, Georgia,,MOVEDOUT,39,65,2018,OOS
41051,17089,,Kane County, Illinois,,MOVEDIN,39,35,2018,OOS
41051,18097,,Marion County, Indiana,,MOVEDNET,39,69,2018,OOS
41051,2501743895,Natick town, Middlesex County, Massachusetts,,MOVEDIN,39,45,2018,OOS
41051,2501743895,Natick town, Middlesex County, Massachusetts,,MOVEDNET,39,45,2018,OOS
41051,39071,,Highland County, Ohio,,MOVEDIN,39,44,2018,OOS
41051,39071,,Highland County, Ohio,,MOVEDNET,39,44,2018,OOS
41051,41037,,Lake County, Oregon,,MOVEDIN,39,36,2018,IS
41051,42071,,Lancaster County, Pennsylvania,,MOVEDIN,39,51,2018,OOS
41051,53055,,San Juan County, Washington,,MOVEDOUT,39,32,2018,OOS
41051,3607178366,Warwick town, Orange County, New York,,MOVEDIN,38,59,2010,OOS
41051,3607178366,Warwick town, Orange County, New York,,MOVEDNET,38,59,2010,OOS
41051,36071,,Orange County, New York,,MOVEDIN,38,59,2010,OOS
41051,36071,,Orange County, New York,,MOVEDNET,38,59,2010,OOS
41051,53025,,Grant County, Washington,,MOVEDOUT,38,41,2010,OOS
41051,53031,,Jefferson County, Washington,,MOVEDOUT,38,62,2010,OOS
41051,25009,,Essex County, Massachusetts,,MOVEDNET,38,74,2015,OOS
41051,31109,,Lancaster County, Nebraska,,MOVEDIN,38,54,2015,OOS
41051,3400121870,Estell Manor city, Atlantic County, New Jersey,,MOVEDIN,38,60,2015,OOS
41051,3400121870,Estell Manor city, Atlantic County, New Jersey,,MOVEDNET,38,60,2015,OOS
41051,34001,,Atlantic County, New Jersey,,MOVEDIN,38,60,2015,OOS
41051,34001,,Atlantic County, New Jersey,,MOVEDNET,38,60,2015,OOS
41051,04027,,Yuma County, Arizona,,MOVEDNET,38,56,2018,OOS
41051,08095,,Phillips County, Colorado,,MOVEDOUT,38,56,2018,OOS
41051,12086,,Miami-Dade County, Florida,,MOVEDOUT,38,35,2018,OOS
41051,13197,,Marion County, Georgia,,MOVEDOUT,38,43,2018,OOS
41051,15001,,Hawaii County, Hawaii,,MOVEDNET,38,56,2018,OOS
41051,30029,,Flathead County, Montana,,MOVEDIN,38,60,2018,OOS
41051,30029,,Flathead County, Montana,,MOVEDNET,38,60,2018,OOS
41051,41045,,Malheur County, Oregon,,MOVEDIN,38,33,2018,IS
41051,49057,,Weber County, Utah,,MOVEDOUT,38,50,2018,OOS
41051,5000714875,Colchester town, Chittenden County, Vermont,,MOVEDOUT,38,60,2018,OOS
41051,53071,,Walla Walla County, Washington,,MOVEDOUT,38,40,2018,OOS
41051,5507984675,Wauwatosa city, Milwaukee County, Wisconsin,,MOVEDOUT,38,60,2018,OOS
41051,13089,,DeKalb County, Georgia,,MOVEDIN,37,35,2010,OOS
41051,13089,,DeKalb County, Georgia,,MOVEDNET,37,35,2010,OOS
41051,30049,,Lewis and Clark County, Montana,,MOVEDOUT,37,45,2010,OOS
41051,3401347500,Montclair township, Essex County, New Jersey,,MOVEDIN,37,54,2010,OOS
41051,3401347500,Montclair township, Essex County, New Jersey,,MOVEDNET,37,54,2010,OOS
41051,34013,,Essex County, New Jersey,,MOVEDIN,37,54,2010,OOS
41051,34013,,Essex County, New Jersey,,MOVEDNET,37,54,2010,OOS
41051,48375,,Potter County, Texas,,MOVEDOUT,37,56,2010,OOS
41051,5002303175,Barre city, Washington County, Vermont,,MOVEDOUT,37,58,2010,OOS
41051,53007,,Chelan County, Washington,,MOVEDOUT,37,57,2010,OOS
41051,53009,,Clallam County, Washington,,MOVEDOUT,37,53,2010,OOS
41051,53047,,Okanogan County, Washington,,MOVEDOUT,37,38,2010,OOS
41051,55079,,Milwaukee County, Wisconsin,,MOVEDOUT,37,46,2010,OOS
41051,05143,,Washington County, Arkansas,,MOVEDOUT,37,59,2015,OOS
41051,06041,,Marin County, California,,MOVEDIN,37,33,2015,OOS
41051,08005,,Arapahoe County, Colorado,,MOVEDOUT,37,42,2015,OOS
41051,15001,,Hawaii County, Hawaii,,MOVEDIN,37,28,2015,OOS
41051,16057,,Latah County, Idaho,,MOVEDOUT,37,54,2015,OOS
41051,17007,,Boone County, Illinois,,MOVEDIN,37,65,2015,OOS
41051,17007,,Boone County, Illinois,,MOVEDNET,37,65,2015,OOS
41051,19101,,Jefferson County, Iowa,,MOVEDOUT,37,55,2015,OOS
41051,24005,,Baltimore County, Maryland,,MOVEDNET,37,122,2015,OOS
41051,29510,,St. Louis city, Missouri,,MOVEDOUT,37,53,2015,OOS
41051,05015,,Carroll County, Arkansas,,MOVEDIN,37,42,2018,OOS
41051,05015,,Carroll County, Arkansas,,MOVEDNET,37,42,2018,OOS
41051,15009,,Maui County, Hawaii,,MOVEDIN,37,35,2018,OOS
41051,18105,,Monroe County, Indiana,,MOVEDNET,37,45,2018,OOS
41051,24021,,Frederick County, Maryland,,MOVEDOUT,37,60,2018,OOS
41051,48485,,Wichita County, Texas,,MOVEDIN,37,56,2018,OOS
41051,48485,,Wichita County, Texas,,MOVEDNET,37,56,2018,OOS
41051,53059,,Skamania County, Washington,,MOVEDOUT,37,26,2018,OOS
41051,06089,,Shasta County, California,,MOVEDIN,36,32,2010,OOS
41051,30093,,Silver Bow County, Montana,,MOVEDOUT,36,62,2010,OOS
41051,30111,,Yellowstone County, Montana,,MOVEDOUT,36,59,2010,OOS
41051,37081,,Guilford County, North Carolina,,MOVEDOUT,36,61,2010,OOS
41051,51137,,Orange County, Virginia,,MOVEDIN,36,60,2010,OOS
41051,51137,,Orange County, Virginia,,MOVEDNET,36,60,2010,OOS
41051,51760,,Richmond city, Virginia,,MOVEDNET,36,65,2010,OOS
41051,53017,,Douglas County, Washington,,MOVEDOUT,36,55,2010,OOS
41051,53065,,Stevens County, Washington,,MOVEDIN,36,43,2010,OOS
41051,53065,,Stevens County, Washington,,MOVEDNET,36,43,2010,OOS
41051,16027,,Canyon County, Idaho,,MOVEDIN,36,33,2015,OOS
41051,20045,,Douglas County, Kansas,,MOVEDIN,36,35,2015,OOS
41051,20045,,Douglas County, Kansas,,MOVEDNET,36,35,2015,OOS
41051,22051,,Jefferson Parish, Louisiana,,MOVEDIN,36,58,2015,OOS
41051,22051,,Jefferson Parish, Louisiana,,MOVEDNET,36,58,2015,OOS
41051,30067,,Park County, Montana,,MOVEDIN,36,35,2015,OOS
41051,30067,,Park County, Montana,,MOVEDNET,36,35,2015,OOS
41051,30111,,Yellowstone County, Montana,,MOVEDIN,36,33,2015,OOS
41051,3602911000,Buffalo city, Erie County, New York,,MOVEDIN,36,49,2015,OOS
41051,3602911000,Buffalo city, Erie County, New York,,MOVEDNET,36,49,2015,OOS
41051,39027,,Clinton County, Ohio,,MOVEDOUT,36,50,2015,OOS
41051,4207167568,Salisbury township, Lancaster County, Pennsylvania,,MOVEDIN,36,54,2015,OOS
41051,4207167568,Salisbury township, Lancaster County, Pennsylvania,,MOVEDNET,36,54,2015,OOS
41051,45079,,Richland County, South Carolina,,MOVEDOUT,36,39,2015,OOS
41051,47089,,Jefferson County, Tennessee,,MOVEDIN,36,57,2015,OOS
41051,47089,,Jefferson County, Tennessee,,MOVEDNET,36,57,2015,OOS
41051,53017,,Douglas County, Washington,,MOVEDIN,36,35,2015,OOS
41051,53071,,Walla Walla County, Washington,,MOVEDIN,36,38,2015,OOS
41051,05007,,Benton County, Arkansas,,MOVEDNET,36,71,2018,OOS
41051,12069,,Lake County, Florida,,MOVEDIN,36,40,2018,OOS
41051,34021,,Mercer County, New Jersey,,MOVEDOUT,36,35,2018,OOS
41051,47125,,Montgomery County, Tennessee,,MOVEDIN,36,42,2018,OOS
41051,47125,,Montgomery County, Tennessee,,MOVEDNET,36,42,2018,OOS
41051,5002346000,Montpelier city, Washington County, Vermont,,MOVEDNET,36,92,2018,OOS
41051,50023,,Washington County, Vermont,,MOVEDNET,36,92,2018,OOS
41051,51510,,Alexandria city, Virginia,,MOVEDIN,36,37,2018,OOS
41051,53007,,Chelan County, Washington,,MOVEDIN,36,40,2018,OOS
41051,53007,,Chelan County, Washington,,MOVEDNET,36,40,2018,OOS
41051,02240,,Southeast Fairbanks Census Area, Alaska,,MOVEDOUT,35,37,2010,OOS
41051,08059,,Jefferson County, Colorado,,MOVEDOUT,35,46,2010,OOS
41051,18141,,St. Joseph County, Indiana,,MOVEDOUT,35,37,2010,OOS
41051,20173,,Sedgwick County, Kansas,,MOVEDOUT,35,38,2010,OOS
41051,22045,,Iberia Parish, Louisiana,,MOVEDOUT,35,56,2010,OOS
41051,22071,,Orleans Parish, Louisiana,,MOVEDNET,35,80,2010,OOS
41051,06053,,Monterey County, California,,MOVEDOUT,35,37,2015,OOS
41051,06071,,San Bernardino County, California,,MOVEDNET,35,130,2015,OOS
41051,0900186370,Wilton town, Fairfield County, Connecticut,,MOVEDIN,35,58,2015,OOS
41051,0900186370,Wilton town, Fairfield County, Connecticut,,MOVEDNET,35,58,2015,OOS
41051,09009,,New Haven County, Connecticut,,MOVEDNET,35,68,2015,OOS
41051,17089,,Kane County, Illinois,,MOVEDIN,35,41,2015,OOS
41051,17089,,Kane County, Illinois,,MOVEDOUT,35,42,2015,OOS
41051,2502155745,Quincy city, Norfolk County, Massachusetts,,MOVEDIN,35,56,2015,OOS
41051,36119,,Westchester County, New York,,MOVEDOUT,35,47,2015,OOS
41051,53017,,Douglas County, Washington,,MOVEDNET,35,35,2015,OOS
41051,06093,,Siskiyou County, California,,MOVEDOUT,35,28,2018,OOS
41051,18003,,Allen County, Indiana,,MOVEDIN,35,56,2018,OOS
41051,19013,,Black Hawk County, Iowa,,MOVEDIN,35,32,2018,OOS
41051,19013,,Black Hawk County, Iowa,,MOVEDNET,35,32,2018,OOS
41051,20045,,Douglas County, Kansas,,MOVEDNET,35,46,2018,OOS
41051,2705343252,Minnetonka city, Hennepin County, Minnesota,,MOVEDIN,35,50,2018,OOS
41051,2705343252,Minnetonka city, Hennepin County, Minnesota,,MOVEDNET,35,50,2018,OOS
41051,32019,,Lyon County, Nevada,,MOVEDOUT,35,52,2018,OOS
41051,33015,,Rockingham County, New Hampshire,,MOVEDIN,35,41,2018,OOS
41051,3606144919,Manhattan borough, New York County, New York,,MOVEDNET,35,269,2018,OOS
41051,36027,,Dutchess County, New York,,MOVEDOUT,35,43,2018,OOS
41051,36061,,New York County, New York,,MOVEDNET,35,269,2018,OOS
41051,39035,,Cuyahoga County, Ohio,,MOVEDIN,35,51,2018,OOS
41051,39055,,Geauga County, Ohio,,MOVEDNET,35,50,2018,OOS
41051,39061,,Hamilton County, Ohio,,MOVEDOUT,35,27,2018,OOS
41051,06019,,Fresno County, California,,MOVEDNET,34,51,2010,OOS
41051,06065,,Riverside County, California,,MOVEDNET,34,97,2010,OOS
41051,08093,,Park County, Colorado,,MOVEDOUT,34,56,2010,OOS
41051,12103,,Pinellas County, Florida,,MOVEDOUT,34,48,2010,OOS
41051,22033,,East Baton Rouge Parish, Louisiana,,MOVEDOUT,34,48,2010,OOS
41051,25009,,Essex County, Massachusetts,,MOVEDOUT,34,38,2010,OOS
41051,30031,,Gallatin County, Montana,,MOVEDOUT,34,38,2010,OOS
41051,32510,,Carson City, Nevada,,MOVEDIN,34,57,2010,OOS
41051,42045,,Delaware County, Pennsylvania,,MOVEDOUT,34,39,2010,OOS
