movement,estimate,year,or_county,location,tag
MOVEDIN,0,2020,Pacific County, Washington,OOS
MOVEDOUT,33,2020,Pacific County, Washington,OOS
MOVEDNET,-33,2020,Pacific County, Washington,OOS
MOVEDIN,0,2020,Pend Oreille County, Washington,OOS
MOVEDOUT,11,2020,Pend Oreille County, Washington,OOS
MOVEDNET,-11,2020,Pend Oreille County, Washington,OOS
MOVEDIN,404,2020,Pierce County, Washington,OOS
MOVEDOUT,404,2020,Pierce County, Washington,OOS
MOVEDNET,0,2020,Pierce County, Washington,OOS
MOVEDIN,0,2020,San Juan County, Washington,OOS
MOVEDOUT,34,2020,San Juan County, Washington,OOS
MOVEDNET,-34,2020,San Juan County, Washington,OOS
MOVEDIN,0,2020,Skagit County, Washington,OOS
MOVEDOUT,35,2020,Skagit County, Washington,OOS
MOVEDNET,-35,2020,Skagit County, Washington,OOS
MOVEDIN,17,2020,Skamania County, Washington,OOS
MOVEDOUT,72,2020,Skamania County, Washington,OOS
MOVEDNET,-55,2020,Skamania County, Washington,OOS
MOVEDIN,242,2020,Snohomish County, Washington,OOS
MOVEDOUT,158,2020,Snohomish County, Washington,OOS
MOVEDNET,84,2020,Snohomish County, Washington,OOS
MOVEDIN,299,2020,Spokane County, Washington,OOS
MOVEDOUT,320,2020,Spokane County, Washington,OOS
MOVEDNET,-21,2020,Spokane County, Washington,OOS
MOVEDIN,0,2020,Stevens County, Washington,OOS
MOVEDOUT,20,2020,Stevens County, Washington,OOS
MOVEDNET,-20,2020,Stevens County, Washington,OOS
MOVEDIN,382,2020,Thurston County, Washington,OOS
MOVEDOUT,233,2020,Thurston County, Washington,OOS
MOVEDNET,149,2020,Thurston County, Washington,OOS
MOVEDIN,0,2020,Wahkiakum County, Washington,OOS
MOVEDOUT,2,2020,Wahkiakum County, Washington,OOS
MOVEDNET,-2,2020,Wahkiakum County, Washington,OOS
MOVEDIN,131,2020,Walla Walla County, Washington,OOS
MOVEDOUT,32,2020,Walla Walla County, Washington,OOS
MOVEDNET,99,2020,Walla Walla County, Washington,OOS
MOVEDIN,261,2020,Whatcom County, Washington,OOS
MOVEDOUT,133,2020,Whatcom County, Washington,OOS
MOVEDNET,128,2020,Whatcom County, Washington,OOS
MOVEDIN,39,2020,Whitman County, Washington,OOS
MOVEDOUT,18,2020,Whitman County, Washington,OOS
MOVEDNET,21,2020,Whitman County, Washington,OOS
MOVEDIN,166,2020,Yakima County, Washington,OOS
MOVEDOUT,45,2020,Yakima County, Washington,OOS
MOVEDNET,121,2020,Yakima County, Washington,OOS
MOVEDIN,18,2010,,West Virginia,OOS
MOVEDOUT,0,2010,,West Virginia,OOS
MOVEDNET,18,2010,,West Virginia,OOS
MOVEDIN,18,2011,,West Virginia,OOS
MOVEDOUT,0,2011,,West Virginia,OOS
MOVEDNET,18,2011,,West Virginia,OOS
MOVEDIN,22,2012,,West Virginia,OOS
MOVEDOUT,0,2012,,West Virginia,OOS
MOVEDNET,22,2012,,West Virginia,OOS
MOVEDIN,26,2013,,West Virginia,OOS
MOVEDOUT,0,2013,,West Virginia,OOS
MOVEDNET,26,2013,,West Virginia,OOS
MOVEDIN,24,2014,,West Virginia,OOS
MOVEDOUT,0,2014,,West Virginia,OOS
MOVEDNET,24,2014,,West Virginia,OOS
MOVEDIN,0,2015,,West Virginia,OOS
MOVEDOUT,25,2015,,West Virginia,OOS
MOVEDNET,-25,2015,,West Virginia,OOS
MOVEDIN,0,2016,,West Virginia,OOS
MOVEDOUT,24,2016,,West Virginia,OOS
MOVEDNET,-24,2016,,West Virginia,OOS
MOVEDIN,0,2017,,West Virginia,OOS
MOVEDOUT,25,2017,,West Virginia,OOS
MOVEDNET,-25,2017,,West Virginia,OOS
MOVEDIN,0,2018,,West Virginia,OOS
MOVEDOUT,19,2018,,West Virginia,OOS
MOVEDNET,-19,2018,,West Virginia,OOS
MOVEDIN,0,2019,,West Virginia,OOS
MOVEDOUT,21,2019,,West Virginia,OOS
MOVEDNET,-21,2019,,West Virginia,OOS
MOVEDIN,6,2012,,West Virginia,OOS
MOVEDOUT,0,2012,,West Virginia,OOS
MOVEDNET,6,2012,,West Virginia,OOS
MOVEDIN,5,2013,,West Virginia,OOS
MOVEDOUT,0,2013,,West Virginia,OOS
MOVEDNET,5,2013,,West Virginia,OOS
MOVEDIN,5,2014,,West Virginia,OOS
MOVEDOUT,0,2014,,West Virginia,OOS
MOVEDNET,5,2014,,West Virginia,OOS
MOVEDIN,5,2015,,West Virginia,OOS
MOVEDOUT,0,2015,,West Virginia,OOS
MOVEDNET,5,2015,,West Virginia,OOS
MOVEDIN,5,2016,,West Virginia,OOS
MOVEDOUT,0,2016,,West Virginia,OOS
MOVEDNET,5,2016,,West Virginia,OOS
MOVEDIN,0,2010,,West Virginia,OOS
MOVEDOUT,15,2010,,West Virginia,OOS
MOVEDNET,-15,2010,,West Virginia,OOS
MOVEDIN,0,2011,,West Virginia,OOS
MOVEDOUT,13,2011,,West Virginia,OOS
MOVEDNET,-13,2011,,West Virginia,OOS
MOVEDIN,0,2014,,West Virginia,OOS
MOVEDOUT,4,2014,,West Virginia,OOS
MOVEDNET,-4,2014,,West Virginia,OOS
MOVEDIN,0,2015,,West Virginia,OOS
MOVEDOUT,3,2015,,West Virginia,OOS
MOVEDNET,-3,2015,,West Virginia,OOS
MOVEDIN,0,2016,,West Virginia,OOS
MOVEDOUT,4,2016,,West Virginia,OOS
MOVEDNET,-4,2016,,West Virginia,OOS
MOVEDIN,0,2017,,West Virginia,OOS
MOVEDOUT,3,2017,,West Virginia,OOS
MOVEDNET,-3,2017,,West Virginia,OOS
MOVEDIN,0,2018,,West Virginia,OOS
MOVEDOUT,3,2018,,West Virginia,OOS
MOVEDNET,-3,2018,,West Virginia,OOS
MOVEDIN,22,2010,,West Virginia,OOS
MOVEDOUT,79,2010,,West Virginia,OOS
MOVEDNET,-57,2010,,West Virginia,OOS
MOVEDIN,22,2011,,West Virginia,OOS
MOVEDOUT,0,2011,,West Virginia,OOS
MOVEDNET,22,2011,,West Virginia,OOS
MOVEDIN,62,2012,,West Virginia,OOS
MOVEDOUT,0,2012,,West Virginia,OOS
MOVEDNET,62,2012,,West Virginia,OOS
MOVEDIN,35,2013,,West Virginia,OOS
MOVEDOUT,0,2013,,West Virginia,OOS
MOVEDNET,35,2013,,West Virginia,OOS
MOVEDIN,31,2014,,West Virginia,OOS
MOVEDOUT,16,2014,,West Virginia,OOS
MOVEDNET,15,2014,,West Virginia,OOS
MOVEDIN,32,2015,,West Virginia,OOS
MOVEDOUT,27,2015,,West Virginia,OOS
MOVEDNET,5,2015,,West Virginia,OOS
MOVEDIN,28,2016,,West Virginia,OOS
MOVEDOUT,27,2016,,West Virginia,OOS
MOVEDNET,1,2016,,West Virginia,OOS
MOVEDIN,23,2017,,West Virginia,OOS
MOVEDOUT,24,2017,,West Virginia,OOS
MOVEDNET,-1,2017,,West Virginia,OOS
MOVEDIN,22,2018,,West Virginia,OOS
MOVEDOUT,26,2018,,West Virginia,OOS
MOVEDNET,-4,2018,,West Virginia,OOS
MOVEDIN,44,2019,,West Virginia,OOS
MOVEDOUT,11,2019,,West Virginia,OOS
MOVEDNET,33,2019,,West Virginia,OOS
MOVEDIN,44,2020,,West Virginia,OOS
MOVEDOUT,0,2020,,West Virginia,OOS
MOVEDNET,44,2020,,West Virginia,OOS
MOVEDIN,0,2015,,West Virginia,OOS
MOVEDOUT,2,2015,,West Virginia,OOS
MOVEDNET,-2,2015,,West Virginia,OOS
MOVEDIN,0,2016,,West Virginia,OOS
MOVEDOUT,3,2016,,West Virginia,OOS
MOVEDNET,-3,2016,,West Virginia,OOS
MOVEDIN,0,2017,,West Virginia,OOS
MOVEDOUT,2,2017,,West Virginia,OOS
MOVEDNET,-2,2017,,West Virginia,OOS
MOVEDIN,0,2018,,West Virginia,OOS
MOVEDOUT,3,2018,,West Virginia,OOS
MOVEDNET,-3,2018,,West Virginia,OOS
MOVEDIN,0,2019,,West Virginia,OOS
MOVEDOUT,4,2019,,West Virginia,OOS
MOVEDNET,-4,2019,,West Virginia,OOS
MOVEDIN,0,2010,,West Virginia,OOS
MOVEDOUT,46,2010,,West Virginia,OOS
MOVEDNET,-46,2010,,West Virginia,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,2,2018,,Wisconsin,OOS
MOVEDNET,-2,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,1,2019,,Wisconsin,OOS
MOVEDNET,-1,2019,,Wisconsin,OOS
MOVEDIN,0,2020,,Wisconsin,OOS
MOVEDOUT,2,2020,,Wisconsin,OOS
MOVEDNET,-2,2020,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,5,2012,,Wisconsin,OOS
MOVEDNET,-5,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,5,2013,,Wisconsin,OOS
MOVEDNET,-5,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,5,2014,,Wisconsin,OOS
MOVEDNET,-5,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,4,2015,,Wisconsin,OOS
MOVEDNET,-4,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,5,2016,,Wisconsin,OOS
MOVEDNET,-5,2016,,Wisconsin,OOS
MOVEDIN,0,2010,,Wisconsin,OOS
MOVEDOUT,24,2010,,Wisconsin,OOS
MOVEDNET,-24,2010,,Wisconsin,OOS
MOVEDIN,14,2010,,Wisconsin,OOS
MOVEDOUT,0,2010,,Wisconsin,OOS
MOVEDNET,14,2010,,Wisconsin,OOS
MOVEDIN,14,2011,,Wisconsin,OOS
MOVEDOUT,0,2011,,Wisconsin,OOS
MOVEDNET,14,2011,,Wisconsin,OOS
MOVEDIN,14,2012,,Wisconsin,OOS
MOVEDOUT,0,2012,,Wisconsin,OOS
MOVEDNET,14,2012,,Wisconsin,OOS
MOVEDIN,16,2013,,Wisconsin,OOS
MOVEDOUT,0,2013,,Wisconsin,OOS
MOVEDNET,16,2013,,Wisconsin,OOS
MOVEDIN,13,2014,,Wisconsin,OOS
MOVEDOUT,0,2014,,Wisconsin,OOS
MOVEDNET,13,2014,,Wisconsin,OOS
MOVEDIN,7,2013,,Wisconsin,OOS
MOVEDOUT,0,2013,,Wisconsin,OOS
MOVEDNET,7,2013,,Wisconsin,OOS
MOVEDIN,12,2014,,Wisconsin,OOS
MOVEDOUT,0,2014,,Wisconsin,OOS
MOVEDNET,12,2014,,Wisconsin,OOS
MOVEDIN,12,2015,,Wisconsin,OOS
MOVEDOUT,0,2015,,Wisconsin,OOS
MOVEDNET,12,2015,,Wisconsin,OOS
MOVEDIN,14,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,14,2016,,Wisconsin,OOS
MOVEDIN,14,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,14,2017,,Wisconsin,OOS
MOVEDIN,6,2020,,Wisconsin,OOS
MOVEDOUT,0,2020,,Wisconsin,OOS
MOVEDNET,6,2020,,Wisconsin,OOS
MOVEDIN,10,2019,,Wisconsin,OOS
MOVEDOUT,0,2019,,Wisconsin,OOS
MOVEDNET,10,2019,,Wisconsin,OOS
MOVEDIN,9,2020,,Wisconsin,OOS
MOVEDOUT,0,2020,,Wisconsin,OOS
MOVEDNET,9,2020,,Wisconsin,OOS
MOVEDIN,55,2010,,Wisconsin,OOS
MOVEDOUT,81,2010,,Wisconsin,OOS
MOVEDNET,-26,2010,,Wisconsin,OOS
MOVEDIN,47,2011,,Wisconsin,OOS
MOVEDOUT,128,2011,,Wisconsin,OOS
MOVEDNET,-81,2011,,Wisconsin,OOS
MOVEDIN,45,2012,,Wisconsin,OOS
MOVEDOUT,220,2012,,Wisconsin,OOS
MOVEDNET,-175,2012,,Wisconsin,OOS
MOVEDIN,137,2013,,Wisconsin,OOS
MOVEDOUT,178,2013,,Wisconsin,OOS
MOVEDNET,-41,2013,,Wisconsin,OOS
MOVEDIN,88,2014,,Wisconsin,OOS
MOVEDOUT,147,2014,,Wisconsin,OOS
MOVEDNET,-59,2014,,Wisconsin,OOS
MOVEDIN,85,2015,,Wisconsin,OOS
MOVEDOUT,103,2015,,Wisconsin,OOS
MOVEDNET,-18,2015,,Wisconsin,OOS
MOVEDIN,83,2016,,Wisconsin,OOS
MOVEDOUT,97,2016,,Wisconsin,OOS
MOVEDNET,-14,2016,,Wisconsin,OOS
MOVEDIN,121,2017,,Wisconsin,OOS
MOVEDOUT,68,2017,,Wisconsin,OOS
MOVEDNET,53,2017,,Wisconsin,OOS
MOVEDIN,14,2018,,Wisconsin,OOS
MOVEDOUT,66,2018,,Wisconsin,OOS
MOVEDNET,-52,2018,,Wisconsin,OOS
MOVEDIN,28,2019,,Wisconsin,OOS
MOVEDOUT,63,2019,,Wisconsin,OOS
MOVEDNET,-35,2019,,Wisconsin,OOS
MOVEDIN,29,2020,,Wisconsin,OOS
MOVEDOUT,44,2020,,Wisconsin,OOS
MOVEDNET,-15,2020,,Wisconsin,OOS
MOVEDIN,0,2010,,Wisconsin,OOS
MOVEDOUT,4,2010,,Wisconsin,OOS
MOVEDNET,-4,2010,,Wisconsin,OOS
MOVEDIN,0,2011,,Wisconsin,OOS
MOVEDOUT,6,2011,,Wisconsin,OOS
MOVEDNET,-6,2011,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,7,2012,,Wisconsin,OOS
MOVEDNET,-7,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,6,2013,,Wisconsin,OOS
MOVEDNET,-6,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,6,2014,,Wisconsin,OOS
MOVEDNET,-6,2014,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,2,2016,,Wisconsin,OOS
MOVEDNET,-2,2016,,Wisconsin,OOS
MOVEDIN,0,2017,,Wisconsin,OOS
MOVEDOUT,2,2017,,Wisconsin,OOS
MOVEDNET,-2,2017,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,2,2018,,Wisconsin,OOS
MOVEDNET,-2,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,2,2019,,Wisconsin,OOS
MOVEDNET,-2,2019,,Wisconsin,OOS
MOVEDIN,0,2020,,Wisconsin,OOS
MOVEDOUT,2,2020,,Wisconsin,OOS
MOVEDNET,-2,2020,,Wisconsin,OOS
MOVEDIN,17,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,17,2016,,Wisconsin,OOS
MOVEDIN,17,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,17,2017,,Wisconsin,OOS
MOVEDIN,17,2018,,Wisconsin,OOS
MOVEDOUT,0,2018,,Wisconsin,OOS
MOVEDNET,17,2018,,Wisconsin,OOS
MOVEDIN,17,2019,,Wisconsin,OOS
MOVEDOUT,0,2019,,Wisconsin,OOS
MOVEDNET,17,2019,,Wisconsin,OOS
MOVEDIN,21,2020,,Wisconsin,OOS
MOVEDOUT,0,2020,,Wisconsin,OOS
MOVEDNET,21,2020,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,46,2018,,Wisconsin,OOS
MOVEDNET,-46,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,31,2019,,Wisconsin,OOS
MOVEDNET,-31,2019,,Wisconsin,OOS
MOVEDIN,0,2020,,Wisconsin,OOS
MOVEDOUT,19,2020,,Wisconsin,OOS
MOVEDNET,-19,2020,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,5,2018,,Wisconsin,OOS
MOVEDNET,-5,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,5,2019,,Wisconsin,OOS
MOVEDNET,-5,2019,,Wisconsin,OOS
MOVEDIN,0,2020,,Wisconsin,OOS
MOVEDOUT,4,2020,,Wisconsin,OOS
MOVEDNET,-4,2020,,Wisconsin,OOS
MOVEDIN,0,2010,,Wisconsin,OOS
MOVEDOUT,12,2010,,Wisconsin,OOS
MOVEDNET,-12,2010,,Wisconsin,OOS
MOVEDIN,0,2011,,Wisconsin,OOS
MOVEDOUT,14,2011,,Wisconsin,OOS
MOVEDNET,-14,2011,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,5,2012,,Wisconsin,OOS
MOVEDNET,-5,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,5,2013,,Wisconsin,OOS
MOVEDNET,-5,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,6,2014,,Wisconsin,OOS
MOVEDNET,-6,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,3,2015,,Wisconsin,OOS
MOVEDNET,-3,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,4,2016,,Wisconsin,OOS
MOVEDNET,-4,2016,,Wisconsin,OOS
MOVEDIN,6,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,6,2016,,Wisconsin,OOS
MOVEDIN,9,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,9,2017,,Wisconsin,OOS
MOVEDIN,7,2018,,Wisconsin,OOS
MOVEDOUT,0,2018,,Wisconsin,OOS
MOVEDNET,7,2018,,Wisconsin,OOS
MOVEDIN,10,2019,,Wisconsin,OOS
MOVEDOUT,0,2019,,Wisconsin,OOS
MOVEDNET,10,2019,,Wisconsin,OOS
MOVEDIN,12,2020,,Wisconsin,OOS
MOVEDOUT,0,2020,,Wisconsin,OOS
MOVEDNET,12,2020,,Wisconsin,OOS
MOVEDIN,0,2011,,Wisconsin,OOS
MOVEDOUT,5,2011,,Wisconsin,OOS
MOVEDNET,-5,2011,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,4,2012,,Wisconsin,OOS
MOVEDNET,-4,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,4,2013,,Wisconsin,OOS
MOVEDNET,-4,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,4,2014,,Wisconsin,OOS
MOVEDNET,-4,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,3,2015,,Wisconsin,OOS
MOVEDNET,-3,2015,,Wisconsin,OOS
MOVEDIN,15,2014,,Wisconsin,OOS
MOVEDOUT,0,2014,,Wisconsin,OOS
MOVEDNET,15,2014,,Wisconsin,OOS
MOVEDIN,13,2015,,Wisconsin,OOS
MOVEDOUT,0,2015,,Wisconsin,OOS
MOVEDNET,13,2015,,Wisconsin,OOS
MOVEDIN,17,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,17,2016,,Wisconsin,OOS
MOVEDIN,20,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,20,2017,,Wisconsin,OOS
MOVEDIN,25,2018,,Wisconsin,OOS
MOVEDOUT,0,2018,,Wisconsin,OOS
MOVEDNET,25,2018,,Wisconsin,OOS
MOVEDIN,5,2015,,Wisconsin,OOS
MOVEDOUT,0,2015,,Wisconsin,OOS
MOVEDNET,5,2015,,Wisconsin,OOS
MOVEDIN,5,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,5,2016,,Wisconsin,OOS
MOVEDIN,6,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,6,2017,,Wisconsin,OOS
MOVEDIN,6,2018,,Wisconsin,OOS
MOVEDOUT,0,2018,,Wisconsin,OOS
MOVEDNET,6,2018,,Wisconsin,OOS
MOVEDIN,6,2019,,Wisconsin,OOS
MOVEDOUT,0,2019,,Wisconsin,OOS
MOVEDNET,6,2019,,Wisconsin,OOS
MOVEDIN,0,2017,,Wisconsin,OOS
MOVEDOUT,1,2017,,Wisconsin,OOS
MOVEDNET,-1,2017,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,1,2018,,Wisconsin,OOS
MOVEDNET,-1,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,1,2019,,Wisconsin,OOS
MOVEDNET,-1,2019,,Wisconsin,OOS
MOVEDIN,0,2020,,Wisconsin,OOS
MOVEDOUT,2,2020,,Wisconsin,OOS
MOVEDNET,-2,2020,,Wisconsin,OOS
MOVEDIN,8,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,8,2017,,Wisconsin,OOS
MOVEDIN,9,2018,,Wisconsin,OOS
MOVEDOUT,0,2018,,Wisconsin,OOS
MOVEDNET,9,2018,,Wisconsin,OOS
MOVEDIN,8,2019,,Wisconsin,OOS
MOVEDOUT,0,2019,,Wisconsin,OOS
MOVEDNET,8,2019,,Wisconsin,OOS
MOVEDIN,16,2020,,Wisconsin,OOS
MOVEDOUT,0,2020,,Wisconsin,OOS
MOVEDNET,16,2020,,Wisconsin,OOS
MOVEDIN,17,2012,,Wisconsin,OOS
MOVEDOUT,0,2012,,Wisconsin,OOS
MOVEDNET,17,2012,,Wisconsin,OOS
MOVEDIN,16,2013,,Wisconsin,OOS
MOVEDOUT,0,2013,,Wisconsin,OOS
MOVEDNET,16,2013,,Wisconsin,OOS
MOVEDIN,11,2014,,Wisconsin,OOS
MOVEDOUT,0,2014,,Wisconsin,OOS
MOVEDNET,11,2014,,Wisconsin,OOS
MOVEDIN,11,2015,,Wisconsin,OOS
MOVEDOUT,0,2015,,Wisconsin,OOS
MOVEDNET,11,2015,,Wisconsin,OOS
MOVEDIN,10,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,10,2016,,Wisconsin,OOS
MOVEDIN,13,2010,,Wisconsin,OOS
MOVEDOUT,11,2010,,Wisconsin,OOS
MOVEDNET,2,2010,,Wisconsin,OOS
MOVEDIN,16,2011,,Wisconsin,OOS
MOVEDOUT,9,2011,,Wisconsin,OOS
MOVEDNET,7,2011,,Wisconsin,OOS
MOVEDIN,6,2012,,Wisconsin,OOS
MOVEDOUT,13,2012,,Wisconsin,OOS
MOVEDNET,-7,2012,,Wisconsin,OOS
MOVEDIN,14,2013,,Wisconsin,OOS
MOVEDOUT,11,2013,,Wisconsin,OOS
MOVEDNET,3,2013,,Wisconsin,OOS
MOVEDIN,11,2014,,Wisconsin,OOS
MOVEDOUT,26,2014,,Wisconsin,OOS
MOVEDNET,-15,2014,,Wisconsin,OOS
MOVEDIN,42,2015,,Wisconsin,OOS
MOVEDOUT,23,2015,,Wisconsin,OOS
MOVEDNET,19,2015,,Wisconsin,OOS
MOVEDIN,83,2016,,Wisconsin,OOS
MOVEDOUT,24,2016,,Wisconsin,OOS
MOVEDNET,59,2016,,Wisconsin,OOS
MOVEDIN,117,2017,,Wisconsin,OOS
MOVEDOUT,60,2017,,Wisconsin,OOS
MOVEDNET,57,2017,,Wisconsin,OOS
MOVEDIN,112,2018,,Wisconsin,OOS
MOVEDOUT,66,2018,,Wisconsin,OOS
MOVEDNET,46,2018,,Wisconsin,OOS
MOVEDIN,116,2019,,Wisconsin,OOS
MOVEDOUT,54,2019,,Wisconsin,OOS
MOVEDNET,62,2019,,Wisconsin,OOS
MOVEDIN,129,2020,,Wisconsin,OOS
MOVEDOUT,53,2020,,Wisconsin,OOS
MOVEDNET,76,2020,,Wisconsin,OOS
MOVEDIN,0,2010,,Wisconsin,OOS
MOVEDOUT,26,2010,,Wisconsin,OOS
MOVEDNET,-26,2010,,Wisconsin,OOS
MOVEDIN,0,2011,,Wisconsin,OOS
MOVEDOUT,33,2011,,Wisconsin,OOS
MOVEDNET,-33,2011,,Wisconsin,OOS
MOVEDIN,3,2018,,Wisconsin,OOS
MOVEDOUT,38,2018,,Wisconsin,OOS
MOVEDNET,-35,2018,,Wisconsin,OOS
MOVEDIN,4,2019,,Wisconsin,OOS
MOVEDOUT,42,2019,,Wisconsin,OOS
MOVEDNET,-38,2019,,Wisconsin,OOS
MOVEDIN,4,2020,,Wisconsin,OOS
MOVEDOUT,42,2020,,Wisconsin,OOS
MOVEDNET,-38,2020,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,1,2015,,Wisconsin,OOS
MOVEDNET,-1,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,1,2016,,Wisconsin,OOS
MOVEDNET,-1,2016,,Wisconsin,OOS
MOVEDIN,0,2017,,Wisconsin,OOS
MOVEDOUT,1,2017,,Wisconsin,OOS
MOVEDNET,-1,2017,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,1,2018,,Wisconsin,OOS
MOVEDNET,-1,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,1,2019,,Wisconsin,OOS
MOVEDNET,-1,2019,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,7,2012,,Wisconsin,OOS
MOVEDNET,-7,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,4,2013,,Wisconsin,OOS
MOVEDNET,-4,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,4,2014,,Wisconsin,OOS
MOVEDNET,-4,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,6,2015,,Wisconsin,OOS
MOVEDNET,-6,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,5,2016,,Wisconsin,OOS
MOVEDNET,-5,2016,,Wisconsin,OOS
MOVEDIN,0,2017,,Wisconsin,OOS
MOVEDOUT,19,2017,,Wisconsin,OOS
MOVEDNET,-19,2017,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,20,2018,,Wisconsin,OOS
MOVEDNET,-20,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,20,2019,,Wisconsin,OOS
MOVEDNET,-20,2019,,Wisconsin,OOS
MOVEDIN,0,2020,,Wisconsin,OOS
MOVEDOUT,22,2020,,Wisconsin,OOS
MOVEDNET,-22,2020,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,6,2018,,Wisconsin,OOS
MOVEDNET,-6,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,5,2019,,Wisconsin,OOS
MOVEDNET,-5,2019,,Wisconsin,OOS
MOVEDIN,0,2020,,Wisconsin,OOS
MOVEDOUT,5,2020,,Wisconsin,OOS
MOVEDNET,-5,2020,,Wisconsin,OOS
MOVEDIN,29,2015,,Wisconsin,OOS
MOVEDOUT,0,2015,,Wisconsin,OOS
MOVEDNET,29,2015,,Wisconsin,OOS
MOVEDIN,13,2016,,Wisconsin,OOS
